blogger_id,age,is_teen,gender,job,n_posts,avg_word_len,first_person_rate,school_token_rate,birthday_token_rate,exclaim_rate,slang_emoji_rate,keyword_teen_flag,pct_active_school_hours,pct_active_evening,pct_active_late_night,weekend_weekday_session_ratio,sessions_per_day,avg_session_minutes,friend_count,account_age_days,share_short_video_views,share_news_views,night_notification_open_rate,label_teen
B3705867,24,False,male,Communications-Media,3,4.506945478613386,0.039840324315380156,0.0,0.0,0.0017709305944600062,0.006031273268801191,0,0.3151,0.4726,0.1958,1.15,10.15,15.0,242,329,0.265,0.3883,0.1276,0
B3706194,23,False,female,indUnk,3,4.687417218543047,0.019444444444444445,0.008333333333333333,0.0,0.0,0.0,1,0.2235,0.3098,0.01,1.316,6.32,15.6,502,2231,0.5332,0.298,0.2009,0
B3706874,17,True,female,indUnk,3,4.125959595959596,0.06771043771043771,0.001893939393939394,0.00707912457912458,0.009667812142038946,0.010782828282828283,1,0.0722,0.1881,0.2368,1.708,6.78,2.0,173,1306,0.2971,0.0851,0.4542,1
B3707161,38,False,female,indUnk,3,4.214123998606757,0.12369383490073145,0.0,0.0,0.024209012464046022,0.0,0,0.2449,0.5064,0.1659,1.33,5.59,18.3,305,866,0.5867,0.078,0.1468,0
B3707272,16,True,male,indUnk,2,4.468035741678172,0.049163982205859796,0.0,0.0,0.0011111111111111111,0.0,0,0.3581,0.4054,0.2216,0.93,4.87,16.8,543,853,0.3653,0.0556,0.1454,1
B3709082,23,False,female,Accounting,3,3.827783625257514,0.08388884390827554,0.0,0.0,0.0,0.00426731078904992,0,0.4394,0.0813,0.0683,0.831,5.04,10.7,435,3705,0.3905,0.1972,0.2398,0
B3709365,27,False,female,indUnk,3,3.7719641102957424,0.0958739028746249,0.012912820680617602,0.00186219739292365,0.021111111111111112,0.00186219739292365,1,0.3146,0.3716,0.0807,2.035,5.53,33.6,761,728,0.5813,0.1175,0.2437,0
B3709434,15,True,female,indUnk,3,4.212505604878486,0.06757241503004215,0.004232804232804233,0.002824858757062147,0.011080635540371997,0.001851851851851852,1,0.1489,0.497,0.2978,1.544,2.92,31.5,140,813,0.5478,0.3182,0.1215,1
B3709486,27,False,male,indUnk,3,4.883968160871387,0.009662337662337662,0.0,0.0,0.0008936550491510277,0.0,0,0.5587,0.3237,0.0949,0.903,4.1,12.9,568,925,0.4986,0.1004,0.1535,0
B3709701,16,True,female,Religion,3,3.79685243563101,0.13345778591807264,0.0,0.0028735632183908046,0.0028835063437139563,0.0,1,0.2348,0.5276,0.1109,1.363,4.96,26.4,317,755,0.6736,0.2582,0.3627,1
B3710610,27,False,female,Arts,3,4.637955639547996,0.011738526865915401,0.0,0.0,0.003475177304964539,0.0,0,0.3347,0.1073,0.3059,1.197,4.94,7.7,35,621,0.4162,0.3404,0.0888,0
B3710725,17,True,female,indUnk,3,3.7506847183317773,0.08014316837846248,0.0,0.0,0.0003992015968063872,0.0,0,0.1513,0.2337,0.1389,1.178,5.8,12.6,372,1128,0.546,0.116,0.5796,1
B3710996,16,True,male,indUnk,2,3.950947771728171,0.08383746723129663,0.0029239766081871343,0.0,0.002777777777777778,0.0,1,0.1406,0.5946,0.2292,0.656,4.35,17.2,330,954,0.3516,0.1538,0.1197,1
B3711623,27,False,female,Law,3,4.088626961649779,0.06028835848501274,0.0,0.0,0.004074074074074074,0.0,0,0.22,0.4785,0.0724,1.282,3.37,17.7,475,599,0.3651,0.3765,0.1055,0
B3711841,16,True,male,indUnk,3,4.175524986709196,0.03508771929824561,0.0,0.0,0.0,0.0,0,0.1933,0.3757,0.1669,1.532,8.39,22.4,90,352,0.4178,0.1926,0.2964,1
B3711880,16,True,male,Student,3,4.101642512077294,0.07427359490986214,0.0,0.0,0.0025994031000288824,0.0044444444444444444,0,0.2598,0.5317,0.1404,1.682,7.13,26.7,61,1204,0.3647,0.0575,0.2418,1
B3712719,23,False,female,indUnk,3,4.1269841269841265,0.09193121693121693,0.0,0.0,0.011827956989247311,0.027777777777777776,0,0.2598,0.6062,0.1167,1.118,5.16,24.9,297,146,0.2431,0.01,0.4024,0
B3712828,23,False,male,indUnk,3,4.02839071793583,0.051738937112146464,0.0,0.0,0.0,0.0,0,0.2678,0.1497,0.01,1.127,5.68,32.7,141,2335,0.1299,0.2654,0.1246,0
B3713682,24,False,female,Government,3,3.6806800766283523,0.10797174329501917,0.0,0.0,0.004334705075445817,0.0,0,0.4097,0.4447,0.1238,1.363,3.71,14.6,579,1583,0.128,0.2316,0.2516,0
B3714626,17,True,male,indUnk,3,3.857998519415842,0.08817327321264329,0.011111111111111112,0.0,0.008583087932617714,0.003703703703703704,1,0.3364,0.5033,0.1414,1.732,7.62,32.6,454,290,0.7982,0.1598,0.01,1
B3715101,17,True,female,Student,3,4.080042199899087,0.06473403360702108,0.0039447731755424065,0.0,0.0,0.0,1,0.2202,0.2726,0.1622,1.156,6.1,18.8,465,110,0.5634,0.1754,0.3533,1
B3715744,16,True,male,indUnk,3,4.128698321021279,0.07773873352927692,0.0025445292620865138,0.0,0.0,0.0,1,0.298,0.5152,0.1441,0.528,3.85,30.4,278,1078,0.4528,0.01,0.2784,1
B3715807,25,False,female,indUnk,3,4.975984106712076,0.06101319710515113,0.0,0.0,0.0020703933747412005,0.0,0,0.1888,0.264,0.1825,0.929,7.53,6.8,434,1057,0.1045,0.0817,0.1803,0
B3715812,13,True,female,indUnk,3,4.156788763685316,0.0968765003247762,0.0,0.0,0.003703703703703704,0.0,0,0.3341,0.5525,0.094,1.447,7.99,19.3,548,1241,0.3197,0.0835,0.3246,1
B3717118,42,False,male,indUnk,3,3.741008233424816,0.044489383215369056,0.0,0.0,0.02482269503546099,0.0,0,0.329,0.1118,0.0713,0.809,5.75,24.6,230,366,0.4856,0.2887,0.0615,0
B3717146,13,True,male,indUnk,3,3.9198930584379497,0.04084305787092165,0.011181800655484866,0.005012531328320802,0.0013536545394952474,0.0,1,0.2001,0.4876,0.0906,1.687,3.57,27.1,307,368,0.6524,0.0163,0.0963,1
B3717362,33,False,male,Technology,3,4.411119132332972,0.01787758469550869,0.0,0.0,0.0007032348804500702,0.0,0,0.2803,0.4382,0.1849,0.941,8.0,14.1,771,1134,0.3015,0.1259,0.4077,0
B3717511,17,True,female,Student,3,4.394290473582642,0.07507041151619465,0.006024096385542168,0.0,0.003703703703703704,0.0,1,0.121,0.3933,0.0754,1.387,2.59,29.8,47,1146,0.7084,0.01,0.4809,1
B3717827,27,False,male,Education,3,3.9696881091617935,0.050991367307156775,0.0019047619047619048,0.0,0.0014814814814814814,0.0,1,0.1002,0.5015,0.1244,1.21,6.08,18.6,748,1200,0.5161,0.1296,0.4094,0
B3717838,25,False,female,Tourism,3,4.058890530306687,0.07242675575381308,0.007017543859649123,0.0,0.01361227699058763,0.0035087719298245615,1,0.3731,0.3295,0.1563,1.596,4.78,8.9,521,1900,0.2407,0.2668,0.1833,0
B3717857,25,False,female,indUnk,3,4.070211038311693,0.06834145326837386,0.003875968992248062,0.0,0.004814814814814815,0.0,1,0.4565,0.1863,0.01,1.622,1.54,16.8,113,2187,0.316,0.4416,0.2087,0
B3718928,16,True,female,Student,3,4.123088846614529,0.08269334648535663,0.0,0.0,0.002592592592592593,0.003957349867305479,0,0.2041,0.4073,0.3701,1.448,8.31,35.6,786,64,0.5062,0.1327,0.2379,1
B3719046,15,True,female,Student,3,3.9693483726549434,0.11174036974285856,0.0,0.0,0.002915092105174986,0.0,0,0.2605,0.5771,0.1439,1.995,7.19,23.4,616,904,0.4702,0.01,0.3856,1
B3719060,23,False,female,indUnk,3,4.374704491725768,0.08362884160756501,0.0,0.0,0.0011695906432748538,0.03486997635933806,0,0.5023,0.2658,0.1555,0.58,3.54,19.9,33,1970,0.4509,0.0905,0.017,0
B3721556,16,True,male,Student,3,3.975653399515887,0.09265761763233958,0.012121212121212121,0.0,0.011645894104127993,0.018368722615436466,1,0.1896,0.4688,0.2016,0.989,2.08,25.7,675,609,0.6812,0.1077,0.3731,1
B3721842,23,False,male,Student,3,3.957682551783153,0.050055644597116276,0.0,0.0,0.0007107320540156361,0.0,0,0.3812,0.3506,0.1395,0.59,3.98,23.9,467,3454,0.2772,0.5088,0.0537,0
B3722584,23,False,female,indUnk,3,3.7798064918851435,0.0651685393258427,0.0,0.0,0.0,0.0,0,0.261,0.306,0.057,0.922,3.89,14.4,299,3476,0.01,0.2917,0.1025,0
B3722983,17,True,male,indUnk,3,3.9412041056455482,0.0670280335397199,0.0,0.0,0.0007407407407407407,0.0,0,0.1245,0.4269,0.2738,1.13,6.69,41.3,58,729,0.5798,0.1033,0.3624,1
B3723497,14,True,female,Student,3,4.101206380743583,0.03299762492006943,0.0,0.0,0.0,0.0,0,0.2693,0.3096,0.2058,1.366,3.8,19.1,211,608,0.7037,0.0588,0.1483,1
B3724117,17,True,male,indUnk,3,4.097062743368288,0.1149528322021599,0.0,0.0,0.0008257437765634487,0.0,0,0.2078,0.6131,0.1591,1.723,6.87,13.7,265,96,0.3412,0.1596,0.4269,1
B3724149,17,True,male,Student,3,2.86533433886375,0.013960113960113962,0.0,0.0,0.03942176904722972,0.020512820512820513,0,0.0484,0.296,0.2399,1.253,6.09,22.3,544,279,0.5465,0.0731,0.1951,1
B3724797,24,False,male,indUnk,3,4.244653901844924,0.06428997113948802,0.002207505518763797,0.0,0.00037037037037037035,0.006078771245606432,1,0.4424,0.306,0.0922,1.382,3.64,18.0,391,1098,0.2899,0.148,0.0619,0
B3725668,24,False,female,Education,3,4.132316856887643,0.08464617168119008,0.0,0.0,0.004230254350736279,0.001984126984126984,0,0.5101,0.2223,0.2482,1.304,4.68,19.1,476,115,0.3273,0.2748,0.1843,0
B3726122,23,False,male,Technology,2,4.4423076923076925,0.08974358974358974,0.0,0.0,0.0044444444444444444,0.0,0,0.4842,0.2396,0.1038,1.002,1.14,30.9,246,2068,0.3317,0.1537,0.0297,0
B3726296,25,False,male,Education,3,3.8166553848074165,0.11413240902100667,0.0,0.0,0.0007107320540156361,0.0,0,0.1617,0.3468,0.0748,0.306,3.55,20.7,328,1422,0.3917,0.3319,0.0584,0
B3727051,37,False,female,Education,3,4.309078288462492,0.03061629232981308,0.0,0.0,0.0014814814814814814,0.0,0,0.4571,0.1615,0.161,0.726,4.28,20.6,256,3925,0.2452,0.3315,0.1703,0
B3727794,35,False,female,Technology,3,4.113936071172056,0.07239965597201582,0.0018832391713747645,0.0,0.0025925925925925925,0.0,1,0.4115,0.3515,0.078,1.372,3.41,26.5,383,3091,0.467,0.2583,0.3792,0
B3727889,35,False,male,Technology,3,4.0391347418028465,0.06968646317790637,0.0,0.0,0.0037210107303565242,0.0,0,0.4859,0.2134,0.1654,1.398,5.81,11.5,279,159,0.01,0.266,0.2222,0
B3728588,14,True,male,indUnk,3,4.18714418685196,0.06030153473169253,0.0,0.0,0.0034525416104363472,0.0038314176245210726,0,0.1793,0.6764,0.072,1.426,5.76,44.7,414,382,0.8605,0.1022,0.4633,1
B3728630,16,True,male,indUnk,2,4.017633564040749,0.08661248930710008,0.0,0.009234777198849055,0.0,0.0029940119760479044,1,0.0345,0.5347,0.0232,1.317,9.43,29.5,109,701,0.2163,0.1847,0.4697,1
B3730666,23,False,female,indUnk,3,3.8495764272559847,0.10622467771639044,0.0,0.0,0.0,0.0,0,0.0309,0.5245,0.1792,1.869,3.92,25.2,177,14,0.4971,0.1056,0.2365,0
B3730721,25,False,female,Law,3,4.753411306042885,0.057447540419676646,0.006535947712418301,0.0,0.0,0.0,1,0.1957,0.1209,0.1663,0.767,3.84,12.1,540,2041,0.1158,0.2117,0.2084,0
B3730867,24,False,female,Accounting,3,3.7911562956679803,0.07838800220560437,0.0,0.0,0.0025925925925925925,0.0,0,0.3475,0.4008,0.0676,0.417,5.23,23.1,158,4405,0.4879,0.1779,0.2104,0
B3731052,14,True,female,Arts,3,4.208888888888889,0.12962962962962962,0.0033333333333333335,0.0,0.000983115468409586,0.0,1,0.2768,0.4289,0.2786,1.448,5.23,18.2,692,22,0.1934,0.0973,0.2257,1
B3731346,17,True,male,indUnk,3,4.266989457817483,0.04680140807529343,0.0,0.0,0.002962962962962963,0.0,0,0.0773,0.3936,0.1862,1.919,9.1,33.3,127,65,0.6959,0.0594,0.3962,1
B3732095,27,False,male,indUnk,3,4.426146963351965,0.025948103792415172,0.0,0.0,0.0014814814814814814,0.0,0,0.3023,0.4452,0.01,0.691,4.31,14.0,248,2204,0.3387,0.2166,0.1177,0
B3732165,16,True,female,Student,3,4.040800325354323,0.08198669281447768,0.0018416206261510127,0.0,0.007037037037037037,0.0,1,0.0888,0.4661,0.3264,1.723,7.6,17.6,272,1348,0.6891,0.01,0.2364,1
B3732255,25,False,female,Technology,3,4.270094392597318,0.03466318116686067,0.0,0.0,0.004889975550122249,0.0,0,0.1336,0.3508,0.0873,1.175,5.94,20.2,57,89,0.3604,0.1389,0.1472,0
B3732563,17,True,male,Law,3,4.4829664570230605,0.006289308176100628,0.0,0.0,0.019493011699440385,0.0,0,0.3349,0.4158,0.1124,1.226,2.95,8.8,139,624,0.2968,0.0433,0.2678,1
B3732886,17,True,male,Student,3,3.803453924143579,0.10415907332743034,0.003717510614062338,0.0,0.002592592592592593,0.0,1,0.3121,0.4794,0.0171,1.438,5.08,16.6,284,1010,0.5399,0.1204,0.2902,1
B3732981,14,True,male,indUnk,3,4.075846702317291,0.030303030303030304,0.0,0.0,0.0016339869281045752,0.00980392156862745,0,0.01,0.5525,0.037,1.264,2.96,13.4,70,652,0.6871,0.2436,0.1061,1
B3732995,16,True,female,indUnk,1,3.7967032967032965,0.07142857142857142,0.0,0.0,0.0011111111111111111,0.005494505494505495,0,0.3172,0.1069,0.2229,0.908,4.66,17.7,407,2057,0.1867,0.4202,0.0349,1
B3733762,27,False,female,Arts,3,4.171545854114004,0.023809523809523808,0.0,0.0,0.00037037037037037035,0.0,0,0.434,0.3395,0.01,0.83,7.29,20.8,383,1385,0.3303,0.2462,0.219,0
B3733959,15,True,female,Student,3,3.777397295973147,0.11543490336059996,0.0037318489330873234,0.0,0.006106519742883378,0.004428033839798545,1,0.3635,0.2632,0.19,1.123,5.13,24.1,86,3554,0.3611,0.2574,0.3285,1
B3734646,16,True,female,indUnk,3,3.7932682343710677,0.09055010288522745,0.0,0.0,0.006209514954284828,0.014822134387351778,0,0.3022,0.3654,0.2367,1.443,5.26,36.6,624,488,0.4505,0.2393,0.1802,1
B3735105,16,True,female,indUnk,3,3.8354818204932624,0.11817950673785914,0.0029239766081871343,0.0024154589371980675,0.0,0.00775489448258327,1,0.1988,0.4534,0.0772,1.99,5.01,9.9,637,1149,0.1761,0.2743,0.2922,1
B3735210,17,True,female,Student,3,3.809693547647267,0.09442178098765323,0.0,0.0,0.001851851851851852,0.0,0,0.0538,0.4491,0.1198,1.184,8.02,30.2,593,507,0.4186,0.1373,0.2038,1
B3735900,26,False,female,indUnk,3,3.946661138750691,0.08931848693042722,0.0,0.0,0.0009009009009009009,0.0,0,0.384,0.3644,0.1569,1.018,3.44,18.5,405,490,0.3997,0.2457,0.1684,0
B3736053,24,False,male,Arts,3,4.054927422035665,0.09271288234000112,0.0,0.0,0.0011111111111111111,0.0,0,0.3063,0.3358,0.1521,0.592,4.21,18.5,324,3600,0.3035,0.2714,0.145,0
B3737496,40,False,male,indUnk,3,4.126055524932686,0.08547818177281459,0.0,0.0,0.0017271157167530226,0.0,0,0.4273,0.2747,0.01,0.733,3.55,24.9,167,1679,0.2002,0.2998,0.1926,0
B3737568,16,True,male,indUnk,2,4.119781631342326,0.08734746307000642,0.005780346820809248,0.0,0.0011111111111111111,0.0,1,0.2956,0.3566,0.0346,1.2,7.75,21.7,141,670,0.668,0.1566,0.0455,1
B3738060,16,True,male,Technology,3,4.555555555555556,0.05787037037037037,0.0,0.0,0.014184397163120567,0.0,0,0.1654,0.2766,0.2053,1.356,7.66,31.4,118,155,0.7214,0.1272,0.4615,1
B3738377,13,True,female,Student,3,4.1382058287796,0.040974499089253186,0.012176684881602914,0.0,0.027041694525974113,0.008797814207650273,1,0.01,0.5589,0.1481,1.6,6.7,13.1,447,532,0.5109,0.3657,0.2888,1
B3738552,23,False,male,Telecommunications,3,4.08238133547868,0.07683394827123848,0.0019157088122605363,0.0,0.0,0.0,1,0.2574,0.3232,0.2201,1.08,7.53,26.0,546,3494,0.1001,0.2528,0.1974,0
B3739297,16,True,male,Government,3,4.114708488392699,0.059037745879851146,0.009538366117313487,0.0,0.0034194659776055126,0.009440900230373915,1,0.1754,0.457,0.3483,0.829,7.97,42.3,339,304,0.6802,0.2421,0.1028,1
B3739936,24,False,male,Student,3,3.9052009456264773,0.01950354609929078,0.0,0.0,0.0045662100456621,0.0,0,0.5072,0.2687,0.0472,0.916,3.92,8.4,317,1812,0.3365,0.3285,0.2584,0
B3740925,24,False,male,indUnk,3,4.081652279777528,0.10046682801061058,0.0,0.0,0.0,0.0,0,0.2721,0.3371,0.1001,1.206,5.14,15.6,261,460,0.2342,0.3818,0.1119,0
B3741344,15,True,male,Student,3,3.621966794380587,0.06896551724137931,0.0,0.0,0.001182033096926714,0.0,0,0.2604,0.4385,0.01,1.487,9.98,31.9,632,149,0.8604,0.0207,0.1506,1
B3742097,14,True,male,Student,3,3.6577934531315677,0.08903019225765128,0.0,0.0,0.0011111111111111111,0.0036429872495446266,0,0.3419,0.4031,0.0432,1.781,7.33,35.2,133,1012,0.9027,0.1121,0.2819,1
B3742279,24,False,male,InvestmentBanking,3,4.2337871976022265,0.02237636480411047,0.0,0.0,0.0011111111111111111,0.0,0,0.3391,0.3223,0.1046,0.787,6.41,13.0,527,1871,0.3148,0.34,0.2788,0
B3742504,15,True,female,indUnk,3,3.93335876304776,0.09471012424484536,0.0018416206261510127,0.0,0.0007407407407407407,0.0046571922412137505,1,0.2198,0.3446,0.2172,1.387,4.89,21.8,86,513,0.4905,0.1401,0.497,1
B3743390,16,True,female,indUnk,3,3.991760422516972,0.14226296997866883,0.0,0.0,0.0012484394506866417,0.0,0,0.1365,0.4181,0.1287,2.005,5.8,27.4,163,868,0.6518,0.2466,0.1538,1
B3743489,15,True,male,Student,3,3.759358687546607,0.10469798657718121,0.0,0.0,0.0009233610341643582,0.011185682326621925,0,0.0951,0.6579,0.0957,2.292,9.78,32.3,633,446,0.6655,0.1944,0.0256,1
B3744455,24,False,male,indUnk,3,4.13527489602808,0.04695666733525942,0.0,0.0,0.00037037037037037035,0.0,0,0.4991,0.1737,0.0941,0.856,5.62,3.2,92,1873,0.0788,0.2425,0.2151,0
B3745004,13,True,female,Student,3,4.246533597114805,0.006039297288893672,0.0,0.002044989775051125,0.0007407407407407407,0.0,1,0.3307,0.3804,0.01,1.663,5.7,21.3,516,68,0.292,0.1467,0.3441,1
B3745162,17,True,female,Student,1,4.02906976744186,0.0872093023255814,0.0,0.0,0.0077777777777777776,0.0,0,0.0451,0.4473,0.1902,1.236,9.75,27.0,648,1256,0.5616,0.206,0.3089,1
B3745223,15,True,male,Student,1,3.6560846560846563,0.10052910052910052,0.0,0.0,0.0011111111111111111,0.005291005291005291,0,0.087,0.2849,0.0112,1.019,8.04,37.0,438,47,0.3516,0.0694,0.4433,1
B3745464,15,True,female,Student,3,3.6516012979984573,0.09349285589489877,0.0021929824561403508,0.0,0.01586520947176685,0.005816170861937452,1,0.2219,0.4183,0.2305,1.668,5.24,13.0,364,731,0.3964,0.2517,0.206,1
B3745609,25,False,male,Banking,3,4.107342807924204,0.08285644994301325,0.0,0.0,0.0014814814814814818,0.0,0,0.3779,0.1484,0.1973,1.429,0.86,31.1,83,2521,0.4032,0.2893,0.1446,0
B3745863,16,True,male,Law,3,3.699968112753304,0.039772165622359336,0.0,0.0,0.003712026633374948,0.0,0,0.1049,0.2409,0.0934,1.166,7.96,16.9,297,130,0.5009,0.114,0.282,1
B3746129,23,False,female,Student,3,5.566276803118908,0.005847953216374269,0.0,0.001949317738791423,0.0,0.0,1,0.3046,0.4603,0.058,1.136,3.52,24.7,338,4356,0.3128,0.3615,0.2443,0
B3747578,14,True,female,indUnk,3,4.449231404433717,0.09382476868026002,0.0019267822736030828,0.0,0.002905982905982906,0.10935548074276397,1,0.0506,0.465,0.148,1.163,6.93,24.2,71,68,0.2621,0.1308,0.2949,1
B3748921,17,True,male,indUnk,3,3.9249886000911993,0.09140446876424989,0.0,0.0,0.0019261070361314859,0.001937984496124031,0,0.2286,0.323,0.1346,1.212,7.52,36.4,617,1158,0.6197,0.13,0.3431,1
B3749122,14,True,female,Student,3,3.654201606607741,0.060399481491874026,0.0018214936247723133,0.0,0.014974081586657653,0.03489197547518919,1,0.2472,0.3737,0.1607,1.004,7.85,39.9,68,970,0.5503,0.217,0.2444,1
B3749228,13,True,male,indUnk,3,3.7461462410306585,0.020689959773863884,0.0,0.0,0.002670768565818263,0.0,0,0.2134,0.4475,0.2619,1.127,5.16,28.6,574,1031,0.6206,0.3063,0.3466,1
B3749264,24,False,male,Chemicals,3,4.2264858220221315,0.05589763950856556,0.001949317738791423,0.004219409282700422,0.0007407407407407407,0.0,1,0.1866,0.3914,0.0965,0.992,1.05,4.7,231,1464,0.115,0.2387,0.2143,0
B3749326,24,False,female,indUnk,3,3.814204659803653,0.10684438145486251,0.0,0.0,0.004074074074074075,0.0,0,0.211,0.2238,0.0906,0.906,8.02,25.6,611,1059,0.4995,0.1691,0.3211,0
B3749504,17,True,female,Student,3,3.983983580298418,0.08190871305180858,0.0,0.0,0.0007407407407407407,0.0,0,0.3369,0.366,0.2262,1.513,10.16,15.9,628,1020,0.4964,0.3651,0.3235,1
B3750625,15,True,male,indUnk,3,3.940173610705539,0.06422311253353268,0.0,0.0,0.0008569883752365504,0.0036832412523020255,0,0.1239,0.4663,0.1446,1.276,4.53,41.3,163,154,0.5471,0.1832,0.2784,1
B3751152,27,False,male,Technology,3,4.068291066897523,0.0428140466366092,0.0,0.0,0.002632391163092917,0.015406447550914621,0,0.0456,0.3711,0.0397,1.239,4.2,15.0,553,641,0.1606,0.1809,0.1266,0
B3751205,25,False,female,indUnk,3,4.086760323541933,0.04006568144499179,0.0,0.0,0.008351927522115766,0.0,0,0.2959,0.2738,0.0628,1.17,5.75,36.2,574,2737,0.0909,0.2368,0.126,0
B3751567,14,True,female,indUnk,1,3.6777777777777776,0.05555555555555555,0.011111111111111112,0.0,0.015555555555555555,0.016666666666666666,1,0.1843,0.35,0.1063,0.935,9.16,28.7,721,1019,0.5242,0.01,0.4411,1
B3751615,17,True,female,Student,3,5.0658527561968185,0.0,0.0,0.0,0.011368299876187692,0.0,0,0.1636,0.2922,0.1283,1.313,10.09,33.6,105,293,0.5473,0.0362,0.1876,1
B3753043,16,True,female,Student,3,4.432555192284634,0.06941812572299733,0.0,0.0,0.0073593440769013285,0.008570804672999236,0,0.246,0.5011,0.01,1.817,3.04,22.5,506,432,0.5774,0.025,0.1482,1
B3753096,16,True,female,Student,3,4.068844150778902,0.06592814371257484,0.0,0.0,0.0006472491909385113,0.0033333333333333335,0,0.0581,0.4926,0.0554,1.378,6.59,35.6,225,1087,0.4241,0.1724,0.5371,1
B3753551,13,True,female,Student,3,3.7350398724082936,0.09763955342902712,0.0,0.0,0.0032520325203252032,0.0,0,0.2373,0.3427,0.1475,1.853,7.16,13.2,585,842,0.802,0.1851,0.4331,1
B3754275,16,True,female,indUnk,3,3.985225501425898,0.0911348088273788,0.0,0.0,0.0033333333333333335,0.011452447446472258,0,0.1721,0.7283,0.01,1.454,7.49,29.2,217,1063,0.5073,0.1525,0.3376,1
B3754533,16,True,male,indUnk,3,4.429829290206649,0.026719576719576716,0.0,0.0,0.0011148272017837235,0.0,0,0.2303,0.4638,0.126,0.999,8.86,22.4,576,957,0.3037,0.2792,0.3882,1
B3754834,26,False,female,Student,3,4.328440191719922,0.057097457627118646,0.0018832391713747645,0.0,0.001145475372279496,0.0,1,0.514,0.3395,0.1272,0.721,6.57,18.7,148,3696,0.3237,0.1597,0.1958,0
B3754955,16,True,male,indUnk,3,3.882107238550136,0.06903599499075276,0.0,0.0,0.0020931449502878076,0.0,0,0.3716,0.4997,0.1122,1.086,3.24,13.4,449,3771,0.4307,0.128,0.2312,1
B3755083,14,True,female,Science,3,3.8888733393043737,0.09256356670149773,0.0,0.0,0.004858886346300534,0.0,0,0.2843,0.4454,0.1119,1.673,4.46,8.5,105,572,0.715,0.1035,0.3285,1
B3755181,16,True,male,Arts,3,3.818993782484092,0.08211290296465407,0.0,0.0,0.0020370370370370373,0.0,0,0.0409,0.2358,0.2816,0.952,7.69,31.8,465,418,0.4934,0.2299,0.183,1
B3755661,15,True,female,Student,3,4.351636520241171,0.0,0.037037037037037035,0.037037037037037035,0.006535947712418301,0.0,1,0.1473,0.3228,0.2743,0.766,7.39,23.6,712,844,0.7432,0.0552,0.3001,1
B3757482,23,False,male,Religion,3,3.773604766020496,0.08980223895954233,0.005535662839033627,0.0,0.003131646497983132,0.0,1,0.3508,0.4051,0.2256,1.137,4.84,8.1,397,4470,0.3894,0.2963,0.1577,0
B3757716,23,False,male,Consulting,3,3.9975517890772125,0.08346072892433809,0.0,0.0,0.0014814814814814814,0.0,0,0.383,0.4495,0.1487,1.032,1.27,17.7,371,4401,0.2115,0.2899,0.1649,0
B3758011,23,False,male,Student,3,5.753195018288981,0.0,0.0,0.0,0.0,0.0,0,0.2287,0.0553,0.2289,1.328,8.37,24.0,469,1977,0.3717,0.2577,0.1961,0
B3758967,40,False,female,Law,3,4.307476893711072,0.03741377000870672,0.002109704641350211,0.0,0.005925925925925926,0.0,1,0.1932,0.1653,0.1626,0.925,5.57,24.9,431,776,0.2315,0.434,0.2168,0
B3760782,15,True,female,Student,2,3.9190290485475723,0.08379581020948954,0.005649717514124294,0.0,0.0014117199391171995,0.005649717514124294,1,0.0617,0.4749,0.2324,0.545,8.03,41.6,453,780,0.5083,0.1236,0.4792,1
B3761625,16,True,female,Education,3,3.6881914381914385,0.09896584896584897,0.0,0.0,0.00803476494265968,0.0,0,0.1296,0.4412,0.1699,1.136,11.03,19.3,581,303,0.436,0.1988,0.1842,1
B3762737,13,True,female,indUnk,3,3.883663901756821,0.059435924124534446,0.0,0.0,0.0043859649122807015,0.0,0,0.2332,0.5231,0.1826,1.403,6.12,31.3,247,754,0.4602,0.1831,0.2305,1
B3763010,15,True,female,indUnk,3,3.9445998628944516,0.08425701901098093,0.0,0.0,0.0011111111111111111,0.0,0,0.3008,0.177,0.0784,0.913,5.93,22.9,570,1858,0.2786,0.2208,0.0675,1
B3763207,15,True,male,Education,1,3.971264367816092,0.034482758620689655,0.0,0.0,0.0,0.005747126436781609,0,0.01,0.4162,0.2162,1.423,5.38,34.2,376,460,0.6855,0.0736,0.114,1
B3763415,36,False,male,Education,3,4.85239651416122,0.013071895424836602,0.004357298474945534,0.0,0.007407407407407408,0.0,1,0.2713,0.2268,0.0767,1.128,5.39,22.1,494,2649,0.296,0.533,0.2748,0
B3763501,15,True,male,indUnk,3,3.921941173123969,0.06966528228176973,0.0,0.0,0.0012185467910658752,0.0,0,0.1184,0.3375,0.01,1.21,9.36,22.5,158,216,0.5645,0.0498,0.283,1
B3763518,14,True,male,Education,3,4.258844755459184,0.02182524037935037,0.0,0.0,0.004393834828617438,0.0,0,0.2255,0.3229,0.1648,2.026,7.55,25.8,308,1145,0.5054,0.2045,0.2818,1
B3763817,25,False,female,Arts,3,5.125,0.0,0.0,0.0,0.0,0.0,0,0.4395,0.2899,0.0282,1.132,6.74,14.9,173,1587,0.3963,0.3793,0.1546,0
B3764012,16,True,male,Student,3,3.687118309532103,0.11339254615116684,0.0,0.0,0.0027513227513227515,0.0,0,0.1707,0.5466,0.1288,1.158,2.87,21.3,754,764,0.6418,0.0141,0.421,1
