blogger_id,age,is_teen,pct_active_school_hours,pct_active_evening,pct_active_late_night,weekend_weekday_session_ratio,sessions_per_day,avg_session_minutes,friend_count,account_age_days,share_short_video_views,share_news_views,night_notification_open_rate,source
B4194191,37,False,0.5841,0.1238,0.0899,1.315,1.07,8.3,71,2796,0.5722,0.5222,0.0839,synthetic_calibrated_demo
B4195269,27,False,0.4392,0.1844,0.1717,1.123,9.22,32.5,635,1160,0.3936,0.01,0.3034,synthetic_calibrated_demo
B4195848,25,False,0.4339,0.4712,0.01,1.214,5.1,7.0,559,1978,0.2894,0.119,0.0781,synthetic_calibrated_demo
B4197351,16,True,0.2832,0.1787,0.212,1.486,7.8,19.0,650,1313,0.7631,0.0629,0.146,synthetic_calibrated_demo
B4197416,17,True,0.4809,0.3203,0.0837,1.384,3.3,14.4,120,1535,0.3517,0.1992,0.0117,synthetic_calibrated_demo
B4197491,16,True,0.1484,0.4415,0.1229,1.593,7.82,44.9,101,619,0.4123,0.125,0.3482,synthetic_calibrated_demo
B4198399,17,True,0.1304,0.2916,0.1837,1.774,7.9,11.9,574,158,0.3228,0.0742,0.2893,synthetic_calibrated_demo
B4198435,46,False,0.4728,0.1424,0.2703,1.078,4.76,25.2,531,2727,0.0584,0.2065,0.1171,synthetic_calibrated_demo
B4198746,17,True,0.1568,0.4119,0.2178,1.741,2.56,28.9,666,15,0.4058,0.0947,0.4999,synthetic_calibrated_demo
B4198959,17,True,0.1757,0.4149,0.2219,1.322,4.65,28.5,411,31,0.6204,0.2231,0.1017,synthetic_calibrated_demo
B4198974,15,True,0.4249,0.2857,0.1212,1.17,4.31,32.1,702,1211,0.6479,0.1199,0.0684,synthetic_calibrated_demo
B4199201,17,True,0.01,0.4534,0.064,1.263,10.02,25.4,546,401,0.4927,0.2998,0.3286,synthetic_calibrated_demo
B4199861,27,False,0.5705,0.2016,0.0113,1.179,3.81,21.5,569,3462,0.5223,0.1707,0.0451,synthetic_calibrated_demo
B4199871,14,True,0.01,0.4367,0.0871,0.704,4.24,22.2,641,1173,0.6971,0.1474,0.2213,synthetic_calibrated_demo
B4200075,14,True,0.173,0.2639,0.1972,1.674,5.73,18.0,493,1164,0.4737,0.2318,0.285,synthetic_calibrated_demo
B4200375,17,True,0.4355,0.4007,0.01,0.641,4.91,2.0,477,4169,0.4631,0.3338,0.1729,synthetic_calibrated_demo
B4200756,17,True,0.0717,0.5694,0.122,2.002,9.26,19.9,181,246,0.5744,0.2543,0.0906,synthetic_calibrated_demo
B4200916,14,True,0.2523,0.3612,0.2851,1.161,5.28,7.8,352,575,0.5987,0.2246,0.3586,synthetic_calibrated_demo
B4201404,27,False,0.1046,0.3018,0.01,1.15,7.86,24.2,266,1301,0.3908,0.3219,0.171,synthetic_calibrated_demo
B4201710,17,True,0.3158,0.4169,0.1773,1.392,6.96,25.2,531,1279,0.532,0.0594,0.094,synthetic_calibrated_demo
B4202722,34,False,0.2288,0.01,0.12,0.481,4.97,27.4,120,199,0.2418,0.1593,0.154,synthetic_calibrated_demo
B4202857,15,True,0.285,0.3983,0.1699,1.17,5.52,33.6,400,821,0.3329,0.173,0.4133,synthetic_calibrated_demo
B4203162,16,True,0.227,0.4537,0.2333,1.253,4.12,8.4,292,170,0.5373,0.181,0.1805,synthetic_calibrated_demo
B4204017,14,True,0.1161,0.4876,0.1077,0.435,10.94,20.3,224,455,0.4142,0.0673,0.2144,synthetic_calibrated_demo
B4204175,16,True,0.2047,0.3298,0.3131,0.89,4.83,19.8,738,521,0.6427,0.0632,0.3787,synthetic_calibrated_demo
B4204219,24,False,0.2821,0.1086,0.1977,0.916,2.13,13.0,411,1892,0.2078,0.3733,0.2377,synthetic_calibrated_demo
B4204723,17,True,0.3586,0.3475,0.2739,1.299,10.57,20.9,155,425,0.5164,0.2563,0.299,synthetic_calibrated_demo
B4205049,15,True,0.1416,0.6539,0.144,1.592,1.91,31.1,208,756,0.2901,0.1485,0.0978,synthetic_calibrated_demo
B4205089,25,False,0.3543,0.01,0.2184,1.238,8.65,21.0,227,880,0.392,0.4342,0.1082,synthetic_calibrated_demo
B4205846,24,False,0.0212,0.3411,0.01,0.867,5.96,15.9,595,1049,0.3289,0.2755,0.2489,synthetic_calibrated_demo
B4209698,23,False,0.3166,0.2832,0.1272,0.978,1.66,38.8,339,774,0.4818,0.2802,0.263,synthetic_calibrated_demo
B4210703,26,False,0.2437,0.177,0.2905,0.874,2.61,13.5,528,1739,0.3413,0.3333,0.1711,synthetic_calibrated_demo
B4210720,33,False,0.4789,0.1829,0.0193,0.55,5.21,26.3,83,4423,0.1972,0.3263,0.1498,synthetic_calibrated_demo
B4211164,26,False,0.3734,0.2746,0.0529,1.144,5.08,6.5,90,1270,0.3713,0.2706,0.01,synthetic_calibrated_demo
B4211278,13,True,0.1795,0.2784,0.1383,1.354,8.62,36.4,140,990,0.606,0.1399,0.458,synthetic_calibrated_demo
B4211293,15,True,0.4437,0.409,0.01,1.351,3.99,24.9,468,672,0.13,0.2832,0.0691,synthetic_calibrated_demo
B4211768,17,True,0.1258,0.3292,0.2321,1.058,6.06,29.3,159,583,0.4418,0.0138,0.3924,synthetic_calibrated_demo
B4212782,14,True,0.1399,0.3214,0.1003,1.16,7.62,15.8,513,390,0.7548,0.0999,0.1223,synthetic_calibrated_demo
B4212931,16,True,0.1162,0.3365,0.0734,1.704,11.21,9.1,482,648,0.4807,0.2541,0.0599,synthetic_calibrated_demo
B4213176,15,True,0.1346,0.3988,0.3694,1.289,8.87,30.3,565,1221,0.3576,0.2036,0.3204,synthetic_calibrated_demo
B4213333,15,True,0.1844,0.4184,0.1621,1.399,5.72,28.0,684,1058,0.8323,0.1441,0.2533,synthetic_calibrated_demo
B4213593,36,False,0.4399,0.4639,0.0763,0.921,4.38,22.0,43,3110,0.3047,0.2424,0.0464,synthetic_calibrated_demo
B4213822,16,True,0.1818,0.3721,0.2413,1.314,9.43,7.1,540,1099,0.6154,0.1276,0.2153,synthetic_calibrated_demo
B4214038,24,False,0.3317,0.2761,0.133,1.069,7.92,19.8,242,4222,0.2591,0.1427,0.01,synthetic_calibrated_demo
B4214405,33,False,0.2322,0.2049,0.0633,0.3,4.26,23.4,457,811,0.1425,0.1786,0.1204,synthetic_calibrated_demo
B4214472,24,False,0.3876,0.1882,0.01,0.673,5.8,14.7,151,3900,0.3874,0.3969,0.0769,synthetic_calibrated_demo
B4215134,24,False,0.2851,0.3634,0.0846,0.961,4.92,8.7,571,2741,0.4373,0.342,0.1372,synthetic_calibrated_demo
B4215321,26,False,0.2076,0.1509,0.1473,0.975,6.97,24.9,567,1739,0.3086,0.1417,0.2455,synthetic_calibrated_demo
B4215441,25,False,0.2106,0.5813,0.1325,0.966,7.08,14.5,288,3594,0.2404,0.278,0.1253,synthetic_calibrated_demo
B4217852,15,True,0.1623,0.2123,0.2412,1.573,12.21,24.2,322,222,0.5966,0.2318,0.3949,synthetic_calibrated_demo
B4218020,24,False,0.1598,0.0944,0.0774,1.086,9.54,16.0,594,3409,0.2634,0.3543,0.1752,synthetic_calibrated_demo
B4218605,15,True,0.141,0.395,0.1159,1.859,9.58,21.7,175,1006,0.5152,0.128,0.2725,synthetic_calibrated_demo
B4218716,15,True,0.1023,0.3636,0.1689,1.375,5.85,27.6,260,456,0.3459,0.0599,0.1988,synthetic_calibrated_demo
B4219127,17,True,0.2215,0.3569,0.01,1.417,2.94,23.1,389,833,0.1551,0.2732,0.1293,synthetic_calibrated_demo
B4219169,14,True,0.1212,0.4087,0.2109,0.868,7.37,13.5,158,1164,0.5665,0.1032,0.3248,synthetic_calibrated_demo
B4219194,27,False,0.1263,0.4312,0.1887,1.238,11.88,38.9,618,905,0.4835,0.1234,0.2079,synthetic_calibrated_demo
B4220279,27,False,0.4869,0.379,0.0812,1.209,7.2,16.5,272,70,0.6186,0.3169,0.0593,synthetic_calibrated_demo
B4220829,17,True,0.4217,0.3881,0.023,1.023,4.3,16.5,93,2914,0.0733,0.1465,0.1062,synthetic_calibrated_demo
B4221088,16,True,0.01,0.4762,0.1323,1.449,3.81,43.8,470,658,0.5671,0.2293,0.2861,synthetic_calibrated_demo
B4221733,17,True,0.1211,0.4084,0.1997,1.26,6.73,12.2,707,130,0.5266,0.0912,0.2805,synthetic_calibrated_demo
B4223062,26,False,0.4045,0.3204,0.2465,1.266,3.0,25.7,152,1826,0.3622,0.2959,0.253,synthetic_calibrated_demo
B4223185,34,False,0.1341,0.2984,0.2673,0.993,8.72,34.7,787,280,0.4018,0.0977,0.1613,synthetic_calibrated_demo
B4223682,24,False,0.4188,0.1791,0.1487,0.604,7.74,12.8,478,3037,0.415,0.1277,0.2252,synthetic_calibrated_demo
B4224139,23,False,0.2358,0.3314,0.1337,1.377,9.24,12.0,356,3985,0.2661,0.4046,0.1276,synthetic_calibrated_demo
B4224157,43,False,0.4876,0.2288,0.1082,1.136,4.72,18.8,141,4462,0.5649,0.01,0.3162,synthetic_calibrated_demo
B4224393,24,False,0.4243,0.4625,0.0963,0.44,7.21,22.1,457,998,0.1052,0.1341,0.1515,synthetic_calibrated_demo
B4225157,16,True,0.598,0.2668,0.1183,0.914,5.55,10.1,513,3717,0.2681,0.2146,0.1226,synthetic_calibrated_demo
B4225511,27,False,0.3465,0.2117,0.01,1.369,4.76,18.4,528,3888,0.2381,0.1101,0.1482,synthetic_calibrated_demo
B4225621,23,False,0.305,0.2897,0.01,0.769,2.81,11.7,531,2371,0.1663,0.2265,0.2613,synthetic_calibrated_demo
B4225684,17,True,0.4525,0.3348,0.1939,1.208,4.45,7.1,157,1641,0.2588,0.2341,0.1534,synthetic_calibrated_demo
B4225718,15,True,0.2188,0.476,0.1783,1.856,6.75,40.0,289,648,0.6247,0.0599,0.2039,synthetic_calibrated_demo
B4226080,25,False,0.2604,0.3291,0.0529,1.3,4.01,20.3,383,1289,0.331,0.405,0.01,synthetic_calibrated_demo
B4226535,42,False,0.1347,0.3224,0.1306,1.213,3.78,29.7,337,2990,0.0475,0.2386,0.1542,synthetic_calibrated_demo
B4226664,17,True,0.0848,0.5501,0.2794,1.123,3.55,25.3,231,394,0.6104,0.0893,0.2653,synthetic_calibrated_demo
B4227428,14,True,0.2916,0.493,0.1977,1.144,10.48,10.2,497,530,0.364,0.2199,0.4533,synthetic_calibrated_demo
B4227656,23,False,0.4274,0.27,0.143,0.609,8.15,14.0,471,492,0.5165,0.1414,0.1615,synthetic_calibrated_demo
B4228481,14,True,0.1541,0.3527,0.354,1.118,8.59,42.0,50,1217,0.5353,0.0512,0.0384,synthetic_calibrated_demo
B4228615,25,False,0.1672,0.2258,0.2166,1.775,9.99,21.4,312,1107,0.411,0.1091,0.3278,synthetic_calibrated_demo
B4229817,13,True,0.1077,0.5556,0.1708,1.412,3.27,12.4,135,580,0.6208,0.1628,0.2232,synthetic_calibrated_demo
B4230950,42,False,0.1301,0.2736,0.0936,1.225,5.28,8.1,537,3292,0.3188,0.0521,0.235,synthetic_calibrated_demo
B4231077,13,True,0.1458,0.4044,0.1952,1.651,9.25,31.3,732,264,0.4214,0.1984,0.2391,synthetic_calibrated_demo
B4231901,44,False,0.3618,0.15,0.01,1.347,7.29,16.1,488,4212,0.0919,0.2054,0.1574,synthetic_calibrated_demo
B4232121,40,False,0.2213,0.2076,0.0481,0.985,4.57,12.3,164,763,0.2914,0.3784,0.1415,synthetic_calibrated_demo
B4232299,24,False,0.1119,0.6639,0.1754,0.598,10.27,25.5,796,598,0.5687,0.2222,0.2704,synthetic_calibrated_demo
B4232683,25,False,0.3891,0.3416,0.0845,1.152,5.51,11.6,442,235,0.3295,0.2685,0.0824,synthetic_calibrated_demo
B4233099,17,True,0.1031,0.4839,0.0952,0.425,3.87,45.7,76,79,0.5524,0.01,0.3562,synthetic_calibrated_demo
B4233719,17,True,0.2497,0.6454,0.0852,1.0,9.25,11.4,45,515,0.5625,0.3277,0.1781,synthetic_calibrated_demo
B4234152,27,False,0.4332,0.3159,0.0891,1.007,7.63,13.0,570,2233,0.5529,0.0162,0.1362,synthetic_calibrated_demo
B4234699,16,True,0.2864,0.5671,0.1215,1.024,2.52,33.4,536,178,0.0703,0.01,0.2964,synthetic_calibrated_demo
B4235204,13,True,0.2329,0.3529,0.2109,1.114,4.98,5.3,598,554,0.6485,0.1107,0.2376,synthetic_calibrated_demo
B4235495,17,True,0.2012,0.3624,0.1274,1.551,10.26,13.5,633,1103,0.3931,0.1268,0.2606,synthetic_calibrated_demo
B4235819,15,True,0.3163,0.2577,0.0647,1.092,0.5,15.3,210,1768,0.1575,0.2341,0.2508,synthetic_calibrated_demo
B4236573,16,True,0.3842,0.301,0.2444,1.408,5.02,9.7,514,3181,0.2724,0.3338,0.139,synthetic_calibrated_demo
B4236769,16,True,0.3574,0.4915,0.01,1.03,2.81,20.6,552,1330,0.2541,0.2174,0.1683,synthetic_calibrated_demo
B4236847,23,False,0.1827,0.2134,0.0523,0.961,7.35,23.8,122,2749,0.2527,0.3862,0.0452,synthetic_calibrated_demo
B4237712,17,True,0.231,0.4336,0.2172,1.231,4.43,26.3,166,2208,0.533,0.1896,0.3451,synthetic_calibrated_demo
B4238006,16,True,0.126,0.2152,0.2459,0.92,5.04,15.5,374,861,0.6828,0.2543,0.1856,synthetic_calibrated_demo
B4238678,13,True,0.134,0.4025,0.0631,1.431,0.54,26.3,276,317,0.4129,0.0819,0.3932,synthetic_calibrated_demo
B4239592,17,True,0.3581,0.4202,0.01,1.104,8.14,19.6,74,177,0.3757,0.1483,0.0959,synthetic_calibrated_demo
B4239765,17,True,0.3022,0.2879,0.1951,1.605,7.18,36.3,761,1013,0.3935,0.0985,0.6749,synthetic_calibrated_demo
B4239803,17,True,0.247,0.2721,0.1935,1.5,9.24,12.4,301,487,0.357,0.187,0.3444,synthetic_calibrated_demo
B4239991,13,True,0.1435,0.5749,0.1701,2.011,3.89,8.5,241,479,0.6085,0.1015,0.4325,synthetic_calibrated_demo
B4240336,17,True,0.3153,0.3082,0.2035,1.444,8.04,36.8,601,650,0.6023,0.1997,0.1277,synthetic_calibrated_demo
B4240391,24,False,0.3129,0.0556,0.0819,1.224,3.52,23.3,266,1493,0.3734,0.3318,0.2211,synthetic_calibrated_demo
B4241607,44,False,0.3885,0.01,0.0956,0.816,4.47,20.0,62,3101,0.357,0.3608,0.0529,synthetic_calibrated_demo
B4242079,16,True,0.2523,0.6349,0.01,1.623,7.12,26.4,426,107,0.5832,0.1713,0.1972,synthetic_calibrated_demo
B4242429,24,False,0.2067,0.4702,0.2307,1.691,5.26,27.4,630,850,0.2993,0.0153,0.1071,synthetic_calibrated_demo
B4242813,35,False,0.1117,0.3001,0.1703,1.284,4.92,18.1,254,508,0.2944,0.01,0.336,synthetic_calibrated_demo
B4243147,24,False,0.4449,0.1862,0.1251,0.94,6.65,11.8,564,3614,0.2697,0.3295,0.1274,synthetic_calibrated_demo
B4243268,15,True,0.3597,0.487,0.01,1.117,3.91,33.2,592,550,0.6902,0.195,0.3529,synthetic_calibrated_demo
B4243532,17,True,0.1879,0.4328,0.1667,1.853,8.55,28.1,198,75,0.6423,0.1437,0.2374,synthetic_calibrated_demo
B4243545,16,True,0.255,0.5699,0.1047,1.296,5.65,34.8,574,458,0.4433,0.01,0.4183,synthetic_calibrated_demo
B4243887,14,True,0.1254,0.3682,0.175,1.658,10.72,28.0,258,892,0.6618,0.0526,0.4503,synthetic_calibrated_demo
B4244077,26,False,0.2646,0.3298,0.01,0.92,3.46,20.3,519,2380,0.01,0.2302,0.0191,synthetic_calibrated_demo
B4244649,17,True,0.1109,0.2848,0.056,1.462,7.84,6.7,126,492,0.3302,0.175,0.1383,synthetic_calibrated_demo
B4245326,16,True,0.164,0.4302,0.1825,2.297,9.03,35.8,479,843,0.2066,0.1133,0.4944,synthetic_calibrated_demo
B4245598,13,True,0.2146,0.4235,0.1949,2.3,9.93,42.7,393,698,0.692,0.0545,0.4812,synthetic_calibrated_demo
B4246486,16,True,0.1593,0.4885,0.1921,1.847,10.67,15.5,248,645,0.5941,0.1314,0.393,synthetic_calibrated_demo
B4246925,14,True,0.0104,0.4102,0.0202,1.516,10.17,24.5,280,666,0.5449,0.048,0.5208,synthetic_calibrated_demo
B4247036,16,True,0.1744,0.6972,0.1088,1.084,2.7,35.1,664,1350,0.4528,0.2505,0.4064,synthetic_calibrated_demo
B4247106,13,True,0.2563,0.5041,0.2084,1.416,5.11,38.7,162,128,0.445,0.1545,0.28,synthetic_calibrated_demo
B4247571,16,True,0.1413,0.4499,0.1471,1.352,7.32,6.4,423,1048,0.7616,0.01,0.2961,synthetic_calibrated_demo
B4248305,43,False,0.0705,0.4719,0.2464,1.409,2.36,16.4,325,3272,0.3116,0.2382,0.053,synthetic_calibrated_demo
B4250058,27,False,0.0345,0.1172,0.2456,0.942,5.08,17.1,142,2644,0.053,0.4395,0.2634,synthetic_calibrated_demo
B4250335,17,True,0.2422,0.4462,0.2203,1.519,5.35,38.9,618,707,0.6067,0.1155,0.406,synthetic_calibrated_demo
B4250406,23,False,0.3309,0.2334,0.0658,1.145,4.58,11.3,33,2285,0.3653,0.2586,0.2497,synthetic_calibrated_demo
B4250750,16,True,0.2897,0.3201,0.181,1.271,7.36,38.0,643,269,0.3127,0.01,0.3331,synthetic_calibrated_demo
B4251283,15,True,0.1277,0.7437,0.1095,1.124,5.11,11.2,706,315,0.4846,0.153,0.194,synthetic_calibrated_demo
B4251474,16,True,0.2075,0.1532,0.1106,1.328,5.9,24.3,96,218,0.3098,0.2912,0.3941,synthetic_calibrated_demo
B4251564,40,False,0.249,0.351,0.039,0.958,4.09,18.9,589,3966,0.1909,0.1681,0.1427,synthetic_calibrated_demo
B4251802,16,True,0.5525,0.246,0.1505,0.49,5.27,9.7,303,3625,0.3866,0.3421,0.0192,synthetic_calibrated_demo
B4251921,27,False,0.5333,0.1396,0.0782,0.577,7.2,28.6,210,2762,0.2606,0.3453,0.1003,synthetic_calibrated_demo
B4252081,26,False,0.5515,0.267,0.162,1.047,3.78,17.3,240,2403,0.01,0.3743,0.2952,synthetic_calibrated_demo
B4252126,15,True,0.1439,0.661,0.1811,1.374,8.92,31.8,161,89,0.2422,0.1935,0.3693,synthetic_calibrated_demo
B4252625,16,True,0.1404,0.1139,0.1842,0.707,1.14,30.5,724,1161,0.2079,0.1169,0.2779,synthetic_calibrated_demo
B4252992,17,True,0.01,0.2457,0.2601,1.256,4.95,29.3,506,501,0.1508,0.1866,0.4217,synthetic_calibrated_demo
B4253149,24,False,0.3581,0.2727,0.1855,0.968,4.78,29.6,331,3170,0.3095,0.1763,0.0842,synthetic_calibrated_demo
B4253315,27,False,0.144,0.3214,0.0806,0.924,1.58,15.1,552,539,0.236,0.1807,0.1048,synthetic_calibrated_demo
B4253344,23,False,0.514,0.2017,0.1043,1.159,6.9,11.2,298,1392,0.2,0.2116,0.1177,synthetic_calibrated_demo
B4253431,24,False,0.3467,0.1607,0.174,0.943,5.92,17.5,196,3894,0.337,0.1338,0.1309,synthetic_calibrated_demo
B4253847,24,False,0.2426,0.2385,0.0148,1.34,6.13,18.0,284,804,0.25,0.0997,0.1207,synthetic_calibrated_demo
B4254035,36,False,0.1725,0.4963,0.1584,1.339,5.62,25.7,191,2869,0.5322,0.1322,0.1439,synthetic_calibrated_demo
B4254537,25,False,0.1902,0.1451,0.01,1.158,3.74,23.0,231,3402,0.0218,0.0808,0.1574,synthetic_calibrated_demo
B4254590,23,False,0.2085,0.218,0.1236,0.838,0.63,17.9,125,2427,0.1886,0.2431,0.1187,synthetic_calibrated_demo
B4254852,17,True,0.182,0.5929,0.2065,1.132,3.35,30.5,48,79,0.8956,0.3901,0.2544,synthetic_calibrated_demo
B4255500,23,False,0.5332,0.1388,0.0218,1.143,6.63,16.5,458,2443,0.4746,0.4264,0.094,synthetic_calibrated_demo
B4255769,15,True,0.0822,0.4437,0.1182,1.437,7.07,25.2,453,130,0.3568,0.2009,0.2825,synthetic_calibrated_demo
B4256852,16,True,0.186,0.3881,0.01,1.731,9.23,32.2,45,1066,0.6402,0.0659,0.3061,synthetic_calibrated_demo
B4256858,25,False,0.6019,0.2198,0.1529,0.604,4.77,2.0,512,2386,0.2517,0.4188,0.3002,synthetic_calibrated_demo
B4257343,13,True,0.1638,0.221,0.2678,1.592,8.57,2.0,81,1093,0.6809,0.1386,0.2199,synthetic_calibrated_demo
B4257431,15,True,0.147,0.6056,0.017,1.229,10.87,20.9,191,1064,0.492,0.2035,0.0334,synthetic_calibrated_demo
B4257580,16,True,0.2689,0.4232,0.2892,1.198,8.0,28.8,57,202,0.7013,0.1659,0.1359,synthetic_calibrated_demo
B4259704,26,False,0.4343,0.416,0.0226,0.985,0.51,11.3,158,4464,0.3636,0.2672,0.0682,synthetic_calibrated_demo
B4260069,17,True,0.2263,0.3816,0.2139,1.236,2.95,45.6,396,1194,0.6705,0.1144,0.4151,synthetic_calibrated_demo
B4260104,16,True,0.2658,0.4499,0.1151,1.098,7.77,43.3,126,561,0.609,0.2033,0.1427,synthetic_calibrated_demo
B4260207,27,False,0.2302,0.3963,0.0691,1.663,4.04,32.4,330,104,0.3125,0.468,0.0674,synthetic_calibrated_demo
B4260903,34,False,0.2727,0.3799,0.1007,1.34,5.38,22.2,110,2082,0.2766,0.4128,0.1359,synthetic_calibrated_demo
B4261957,17,True,0.1832,0.4276,0.2869,1.87,7.5,34.9,496,198,0.2699,0.0339,0.2565,synthetic_calibrated_demo
B4262137,26,False,0.2108,0.4786,0.01,1.605,4.53,15.1,575,617,0.208,0.4602,0.0877,synthetic_calibrated_demo
B4262922,15,True,0.0604,0.4124,0.0915,1.908,6.43,27.7,282,498,0.844,0.2219,0.2503,synthetic_calibrated_demo
B4263013,16,True,0.1882,0.3645,0.01,1.401,8.56,23.5,392,146,0.7051,0.0946,0.333,synthetic_calibrated_demo
B4263025,23,False,0.3519,0.3613,0.1128,0.78,5.07,36.5,110,4376,0.3526,0.2147,0.1117,synthetic_calibrated_demo
B4264109,45,False,0.1369,0.427,0.2023,0.868,4.7,26.7,116,1485,0.51,0.3249,0.2193,synthetic_calibrated_demo
B4265134,14,True,0.0319,0.475,0.1772,1.214,5.34,20.4,337,204,0.1498,0.1819,0.2839,synthetic_calibrated_demo
B4266531,14,True,0.3419,0.3264,0.1928,0.971,6.76,19.6,774,1075,0.4656,0.27,0.5113,synthetic_calibrated_demo
B4267369,15,True,0.2984,0.2253,0.1168,1.404,0.56,11.5,722,1171,0.4135,0.1633,0.4033,synthetic_calibrated_demo
B4267709,23,False,0.2973,0.3409,0.01,1.242,4.85,19.1,449,947,0.0699,0.1293,0.1437,synthetic_calibrated_demo
B4269458,33,False,0.1418,0.4438,0.1539,1.18,7.35,8.5,768,995,0.402,0.1902,0.2896,synthetic_calibrated_demo
B4269996,14,True,0.2172,0.4521,0.01,0.608,4.8,10.9,657,787,0.3099,0.129,0.1729,synthetic_calibrated_demo
B4270762,24,False,0.2143,0.2656,0.1353,0.856,3.6,13.9,367,213,0.623,0.3176,0.1536,synthetic_calibrated_demo
B4271313,36,False,0.2645,0.2915,0.056,0.527,5.47,15.0,402,3155,0.3416,0.1643,0.1703,synthetic_calibrated_demo
B4271357,36,False,0.187,0.0765,0.103,1.233,0.5,24.0,571,101,0.1601,0.2359,0.0833,synthetic_calibrated_demo
B4271469,25,False,0.2971,0.45,0.0911,0.582,5.95,28.9,70,699,0.1989,0.1033,0.0689,synthetic_calibrated_demo
B4273458,27,False,0.4945,0.2733,0.177,1.006,6.94,20.1,332,2002,0.2952,0.2666,0.1877,synthetic_calibrated_demo
B4274229,14,True,0.1697,0.329,0.2395,1.944,6.24,43.7,705,162,0.7171,0.1788,0.305,synthetic_calibrated_demo
B4274458,34,False,0.1753,0.1645,0.223,1.392,3.64,21.4,502,81,0.2706,0.3958,0.0937,synthetic_calibrated_demo
B4274570,16,True,0.0886,0.3037,0.1467,1.044,9.11,29.2,671,259,0.6036,0.1303,0.2477,synthetic_calibrated_demo
B4274878,15,True,0.3134,0.5004,0.1676,1.235,5.85,13.2,292,973,0.4224,0.1007,0.3549,synthetic_calibrated_demo
B4275555,34,False,0.4704,0.2968,0.1148,1.129,1.74,20.1,317,271,0.3752,0.1918,0.2032,synthetic_calibrated_demo
B4276559,15,True,0.01,0.4214,0.0694,1.832,8.76,25.9,51,175,0.5591,0.1406,0.2081,synthetic_calibrated_demo
B4278190,17,True,0.2587,0.6026,0.1189,1.761,6.48,18.0,556,329,0.5337,0.0751,0.3527,synthetic_calibrated_demo
B4279233,24,False,0.2912,0.3416,0.01,1.488,6.23,12.0,554,77,0.409,0.305,0.3192,synthetic_calibrated_demo
B4279527,23,False,0.5108,0.2016,0.01,1.036,7.13,10.9,369,2325,0.0604,0.2237,0.2397,synthetic_calibrated_demo
B4280933,34,False,0.3863,0.375,0.1488,1.059,3.36,10.8,524,1848,0.5425,0.1671,0.0584,synthetic_calibrated_demo
B4281423,33,False,0.2552,0.3618,0.124,0.587,6.45,16.7,417,4018,0.3594,0.1067,0.1888,synthetic_calibrated_demo
B4281635,17,True,0.1974,0.4369,0.01,1.062,7.2,16.4,601,264,0.5968,0.2576,0.1934,synthetic_calibrated_demo
B4282387,27,False,0.5604,0.2069,0.0403,1.64,3.46,27.8,357,3112,0.3394,0.4103,0.1079,synthetic_calibrated_demo
B4282536,17,True,0.2556,0.3145,0.1409,2.019,5.95,19.3,664,669,0.2959,0.133,0.2901,synthetic_calibrated_demo
B4284865,13,True,0.0857,0.254,0.2823,1.535,5.93,33.2,105,376,0.8063,0.1998,0.1132,synthetic_calibrated_demo
B4284947,16,True,0.0541,0.4759,0.191,1.314,7.3,14.3,584,1085,0.4429,0.1903,0.3107,synthetic_calibrated_demo
B4284985,45,False,0.0727,0.3304,0.1077,0.97,4.58,11.7,84,3679,0.1361,0.3193,0.089,synthetic_calibrated_demo
B4285277,34,False,0.2256,0.5386,0.2179,1.458,8.44,44.2,41,983,0.6922,0.279,0.332,synthetic_calibrated_demo
B4285409,13,True,0.2884,0.3281,0.3533,1.626,6.91,9.9,567,1118,0.3303,0.2084,0.01,synthetic_calibrated_demo
B4285625,16,True,0.2345,0.4153,0.3041,1.483,8.71,21.5,308,903,0.3106,0.1632,0.189,synthetic_calibrated_demo
B4285838,27,False,0.5614,0.1529,0.1117,0.762,0.5,8.8,397,1609,0.3158,0.2536,0.2196,synthetic_calibrated_demo
B4286279,26,False,0.2472,0.3338,0.0464,1.024,6.79,15.8,479,414,0.6404,0.4502,0.1627,synthetic_calibrated_demo
B4286683,17,True,0.1907,0.2369,0.1686,1.18,7.19,43.4,681,301,0.6122,0.1359,0.3297,synthetic_calibrated_demo
B4286754,17,True,0.4746,0.0916,0.0738,1.234,7.05,20.8,139,3742,0.3129,0.315,0.2904,synthetic_calibrated_demo
B4286802,14,True,0.01,0.4218,0.2492,1.174,8.17,16.1,367,960,0.7453,0.209,0.2432,synthetic_calibrated_demo
B4286830,17,True,0.1871,0.259,0.112,1.843,4.62,24.5,459,674,0.4713,0.1285,0.118,synthetic_calibrated_demo
B4287218,26,False,0.3607,0.1588,0.0166,1.218,4.46,9.7,482,2256,0.3483,0.4886,0.2654,synthetic_calibrated_demo
B4287247,39,False,0.01,0.3393,0.0549,1.445,5.48,28.3,684,805,0.6304,0.0562,0.3419,synthetic_calibrated_demo
B4287857,16,True,0.1487,0.5125,0.0253,0.734,7.92,37.1,137,1206,0.5224,0.1795,0.2063,synthetic_calibrated_demo
B4288150,43,False,0.1442,0.3345,0.1045,0.947,3.52,16.8,30,3776,0.3217,0.2362,0.0661,synthetic_calibrated_demo
B4289551,27,False,0.3981,0.1969,0.1183,0.891,4.04,22.2,369,2234,0.2725,0.3692,0.1556,synthetic_calibrated_demo
