incident_info,description,start_dt,quadrant,longitude,latitude,incident_count
 Eastbound Glenmore Trail and Deerfoot Trail SE ,Traffic incident. Blocking the middle lane,2025-08-05 07:55:22,SE,-114.0404164021793,50.99417990409986,1
 16 Avenue and University Drive NW ,Traffic incident.,2025-08-05 07:24:01,NW,-114.1232856720554,51.06782304184523,1
 Northbound Blackfoot Trail and 58 Avenue SE ,Two vehicle incident. Blocking the left lane,2025-08-05 07:16:08,SE,-114.04861771992545,51.000148978354176,1
 Parkdale Boulevard and 28 Street NW ,Traffic incident.,2025-08-05 03:59:44,NW,-114.12796074069884,51.05492326408629,1
 Westbound 17 Avenue at 27 Street SE ,Traffic incident.  Blocking the WB right lane and WB right turn lane,2025-08-05 03:10:12,SE,-113.99488345233937,51.03784851623218,1
 Falconridge Boulevard and Saddletowne Ci NE ,Traffic incident. Blocking multiple lanes in the intersection,2025-08-05 00:45:28,NE,-113.94685782076368,51.1214011998708,1
 Castleglen Road and Castlepark Road NE ,There is an incident involving a pedestrian- EMS on site.,2025-08-04 20:05:08,NE,-113.95384754090536,51.10517770847472,1
 Taradale Drive and Tarington Wy NE ,There is an incident involving a pedestrian- EMS on site.,2025-08-04 19:04:56,NE,-113.92712622585807,51.11664359988515,1
 Maitland Hl and Maitland Drive NE ,There is an incident involving a pedestrian- EMS on site.,2025-08-04 18:48:00,NE,-113.939225307294,51.06119272245346,1
 Westbound 64 Avenue and Falconridge Boulevard NE ,Traffic incident. Blocking multiple lanes,2025-08-04 16:51:11,NE,-113.94581755885623,51.11072734172793,1
 38 Street and 16 Avenue SE ,Traffic incident.,2025-08-04 15:39:33,SE,-113.97868064970034,51.0393948971826,1
 Northbound Deerfoot Trail at 64 Avenue NE ,Traffic incident.   Blocking the right shoulder,2025-08-04 15:32:45,NE,-114.04688021454952,51.11095676712922,1
 Eastbound McKnight Boulevard and Barlow Trail NE ,Traffic incident. Blocking the left lane,2025-08-04 15:19:14,NE,-113.99891861370055,51.09283062822824,1
 Southbound Stoney Trail at Crowchild Trail NW ,"Traffic incident.  The road is closed SB, please use alternate route",2025-08-04 14:14:27,NW,-114.22434791942946,51.13431996419109,1
 Nose Hill Drive and Crowchild Trail NW ,Traffic signals are blank.,2025-08-04 12:41:34,NW,-114.2019528195006,51.12078582621838,1
 26 Avenue and 36 Street SE ,Traffic incident.,2025-08-04 12:10:13,SE,-113.98169564426507,51.03052225646741,1
 Southbound Stoney Trail and 16 Avenue NW ,Traffic incident.,2025-08-04 10:16:32,NW,-114.23401028659904,51.0946385524327,1
 Crowchild Trail and Glenmore Trail SW ,Traffic incident. Blocking the left lane on ramp onto EB Glenmore Trail,2025-08-04 06:27:56,SW,-114.11614306846634,50.99959011846514,1
 Harvest Hills Boulevard and Country Hills Boulevard NW ,Traffic incident.,2025-08-03 23:50:47,NW,-114.06707637702496,51.1530496284756,1
 57 Avenue and 5 Street SW ,Traffic incident.,2025-08-03 22:25:29,SW,-114.07643927936978,51.00246343723716,1
 Westbound Glenmore Trail approaching Crowchild Trail SW ,Traffic incident. blocking the left lane,2025-08-03 17:49:14,SW,-114.10349371025394,50.99719363794272,1
 Blackfoot Trail and 15 Street SE ,Traffic incident.,2025-08-03 17:30:38,SE,-114.02484908484124,51.035599449272496,1
 Northbound 36 Street and 26 Avenue NE ,Two vehicle incident. blocking the right lane,2025-08-03 17:10:24,NE,-113.98223793801732,51.07791029580174,1
 Northbound Airport Trail and 36 Street NE ,Two vehicle incident. Blocking the right lane,2025-08-03 14:54:57,NE,-113.98324261794866,51.139867454721866,1
 Eastbound Sarcee Trail approaching Bow Trail SW ,Traffic incident.,2025-08-03 14:11:47,SW,-114.16547690008312,51.05336967541029,1
 Southbound Deerfoot Trail approaching 16 Avenue NE ,Traffic incident. Blocking the right lane,2025-08-03 14:06:41,NE,-114.02930119262456,51.07667126285081,1
 1 Street and 8 Avenue SE ,Traffic signals are flashing red. Crew has been dispatched,2025-08-03 06:51:00,SE,-114.06057010968112,51.04547232415273,1
 Westbound 16 Avenue at 36 Street NE ,Traffic incident. Blocking the right lane,2025-08-03 05:48:07,NE,-113.97835589170334,51.06710556138163,1
 Westbound 4 Avenue and 1 Street SE ,Traffic incident. Blocking the left lane,2025-08-02 23:15:42,SE,-114.0603002202464,51.049259747314,1
 Seton Drive and 45 Street SE ,Traffic incident.,2025-08-02 18:39:37,SE,-113.94546919586983,50.87727207410796,1
 Southbound Deerfoot Trail and Peigan Trail SE ,Traffic incident. Blocking the right shoulder,2025-08-02 16:23:17,SE,-114.00683798676768,51.01301366717394,1
 Southbound Deerfoot Trail and Glenmore Trail SE ,Traffic incident.  blocking the left lane,2025-08-02 15:54:12,SE,-114.03923874459888,50.994164843061576,1
 Eastbound 16 Avenue and 10 Street NW ,Traffic incident.,2025-08-02 15:21:06,NW,-114.08555882948764,51.066984920343344,1
 Westbound 64 Avenue at Falconridge Boulevard NE ,Two vehicle incident. Blocking the right lane,2025-08-02 12:29:10,NE,-113.9473402347754,51.11068938192968,1
 Eastbound Peigan Trail at Stoney Trail SE ,Traffic incident. Blocking the right shoulder,2025-08-02 11:37:06,SE,-113.92358212803728,51.01533665037464,1
 Southbound Stoney Trail after Nose Hill Drive NW ,Traffic incident. Blocking the right lane,2025-08-02 10:08:53,NW,-114.23089927096936,51.10034472592013,1
 Northbound Stoney Trail to Westbound 96 Avenue NE ,Traffic incident. Blocking the right shoulder,2025-08-02 08:46:27,NE,-113.92066780618671,51.13651650094811,1
 96 Avenue and Stoney Trail NE ,Traffic incident.,2025-08-02 08:46:27,NE,-113.92241649153672,51.13659489459253,1
 Northbound Stoney Trail to Westbound 96 Avenue NE ,Traffic incident. The exit is closed,2025-08-02 08:46:27,NE,-113.91981490084557,51.13643501298144,1
 Southbound Deerfoot Trail and Stoney Trail NE ,Traffic incident. Blocking multiple lanes,2025-08-02 01:34:52,NE,-114.0015604813012,51.17942601730572,1
 Deerfoot Trail and Stoney Trail SE ,Multi-vehicle incident. Blocking the right lanes,2025-08-01 17:20:08,SE,-113.95953359762449,50.9026734836794,1
 94 Avenue and Macleod Trail SE ,Traffic incident.,2025-08-01 17:12:05,SE,-114.07170706721624,50.96863232555194,1
 Westbound Bow Trail and Sarcee Trail SW ,Two vehicle incident. blocking the left lane,2025-08-01 16:45:55,SW,-114.16547690008312,51.05336967541029,1
 Stoney Trail and 16 Avenue NE ,Two vehicle incident. Blocking the SB left lane,2025-08-01 16:45:51,NE,-113.9208274111398,51.06621738292493,1
 Barlow Trail and 16 Avenue NE ,Multi-vehicle incident. Partially blocking the SB to EB ramp,2025-08-01 16:36:24,NE,-114.0044021709827,51.06664469273171,1
 University Drive and 16 Avenue NW ,Traffic incident.,2025-08-01 12:47:46,NW,-114.12500170156314,51.07048999183616,1
 Southland Drive and Horton Road SW ,Traffic incident. Blocking multiple lanes in the intersection,2025-08-01 12:26:58,NW,-114.07459781910546,50.96508123033709,1
 Shaganappi Trail and Hidden Valley Drive NW ,Traffic incident.,2025-08-01 12:24:11,NW,-114.13654920727362,51.14816463655823,1
 27 Street and 37 Avenue NE ,Traffic incident.,2025-08-01 09:05:44,NE,-113.99482525610584,51.08665839513899,1
 Tsuutina Trail b/w 130 Avenue and 90 Avenue SW ,"Ongoing incident, Tsuutina Tr is closed NB at 130 Ave SW and closed SB at 90 Ave SW. Anderson Rd is closed WB at 24 St SW.",2025-08-01 07:32:55,SW,-114.14177243865966,50.95196877705814,1
 Northbound Tsuutina Trail north of Fish Creek Boulevard SW ,Traffic incident. Blocking the NB lanes,2025-08-01 07:32:55,SW,-114.1404604063274,50.929548382770605,1
 Memorial Drive and 10 Street NW ,Traffic incident. Blocking the WB right lane,2025-08-01 07:08:41,NW,-114.08586033086928,51.05196100108894,1
 52 Street and 134 Avenue SE ,Traffic signals are flashing red. Crew has been dispatched,2025-08-01 06:04:25,SE,-113.95808286347456,50.92896547120261,1
 Northbound Macleod Trail and 18 Avenue SE ,There is an incident involving a pedestrian- EMS on site.  Blocking the right lane,2025-08-01 01:57:38,SE,-114.05875168768496,51.03700042234978,1
 Westbound Glenmore Trail ramp to Northbound Stoney Trail SE ,Traffic incident. Ramp partially blocked,2025-08-01 01:16:11,SE,-113.9204299510546,50.985603916348914,1
 Nose Hill Drive and Scenic Acres Gate NW ,Traffic incident.,2025-08-01 01:12:13,NW,-114.20954381722842,51.114160325802615,1
 Centre Street and 34 Avenue NE ,Traffic incident.,2025-08-01 01:09:30,NE,-114.0624504321225,51.0832413979283,1
 130 Avenue and 50 Street SE ,Traffic incident.,2025-07-31 20:24:00,SE,-113.96254191758872,50.93177147932709,1
 Country Village Wy and Harvest Hills Blvd NE ,Traffic incident.,2025-07-31 20:02:55,NE,-114.06980000432442,51.15706232503389,1
 8 Street and 16 Avenue SW ,Traffic incident. Blocking the SB right lane,2025-07-31 18:50:43,SW,-114.08179062873376,51.03814687667482,1
 Northbound Crowchild Trail after 5 Avenue NW ,Two vehicle incident. Blocking the right lane,2025-07-31 18:38:46,NW,-114.1179410467966,51.06004481760012,1
 12 Avenue and Edmonton Trail NE ,Traffic incident. Blocking the SB right lane,2025-07-31 18:18:37,NE,-114.05605711244922,51.0633065835542,1
 Northbound Deerfoot Trail and 32 Avenue NE ,Traffic incident.,2025-07-31 18:03:02,NE,-114.03803231364503,51.08663650238696,1
 Centre Street and 10 Avenue NE ,Traffic incident. Blocking the NB right lane,2025-07-31 18:00:22,NE,-114.0625291043245,51.06155731985057,1
 Deerfoot Trail and Memorial Drive SE ,Multi-vehicle incident. Blocking the SB ramp right lane,2025-07-31 17:48:08,SE,-114.01802649369964,51.04752136382907,1
 Southbound Deerfoot Trail and Glenmore Trail SE ,Multi-vehicle incident.,2025-07-31 17:26:05,SE,-114.0345316026467,50.996683386061946,1
 Country Hills Boulevard and Metis Trail NE ,Two vehicle incident. Blocking the WB right lane,2025-07-31 14:20:44,NE,-113.97168888738533,51.15419335382362,1
 James McKevitt Road and Fish Creek Boulevard SW ,Traffic incident.,2025-07-31 12:01:36,SW,-114.10048170450564,50.91767968435562,1
 Eastbound Beddington Trail approaching Deerfoot Trail NE ,Traffic incident. Blocking the right lane,2025-07-31 10:27:29,NW,-114.04857200896888,51.12546073978817,1
 Eastbound Richmond Road approaching 37 Street SW ,Two vehicle incident. Blocking the left lane,2025-07-31 08:03:32,SW,-114.14256609374542,51.02197034907246,1
 Northbound Macleod Trail approaching Anderson Road SE ,Traffic incident. All lanes have reopened,2025-07-31 07:13:29,SE,-114.07038867292488,50.946007242030056,1
 Northbound Macleod Trail approaching Anderson Road SE ,Traffic incident. Blocking the left lanes,2025-07-31 07:13:29,SE,-114.0702802431885,50.9447842329617,1
 Southbound Deerfoot Trail after 32 Avenue NE ,Traffic incident. Blocking the left shoulder,2025-07-31 06:56:31,NE,-114.03803231364503,51.08663650238696,1
 194 Avenue and Spruce Meadows Wy SW ,Traffic incident.,2025-07-31 01:26:03,SW,-114.0938804125426,50.87767399631467,1
 Westbound Country Hills Boulevard and Deerfoot Trail NE ,Traffic incident.  Blocking the right lane,2025-07-31 00:53:48,NE,-114.01571812588652,51.154466040365264,1
 Westbound 16 Avenue approaching 36 Street NE ,Traffic incident.  Blocking the right lane,2025-07-30 23:06:02,NE,-113.97308514894492,51.06717836194893,1
 14 Avenue and 52 Street SE ,There is an incident involving a cyclist- EMS on site. Blocking multiple lanes,2025-07-30 19:13:30,SE,-113.95838372616136,51.04094690482739,1
 Eastbound Glenmore Trail at Crowchild Trail SW ,Traffic incident. Blocking the left lane,2025-07-30 18:50:35,SW,-114.11865114197084,51.000398928508616,1
 Southbound 36 Street and Memorial Drive NE ,Traffic incident. Blocking the middle lane,2025-07-30 17:59:59,NE,-113.98189207318173,51.05325796412045,1
 Westbound 17 Avenue and 16a Street SW ,Traffic incident. Blocking the right lane,2025-07-30 17:44:18,SW,-114.10020265905769,51.03783012629957,1
 Westbound Stoney Trail at Deerfoot Trail SE ,Traffic incident. Blocking the right shoulder,2025-07-30 16:53:42,SE,-113.98577582730957,50.89847116166337,1
 Westbound Stoney Trail at 52 Street SE ,Two vehicle incident. Blocking the left lanes,2025-07-30 16:51:25,SE,-113.94420530005492,50.90567655111009,1
 Westbound Stoney Trail at 52 Street SE ,Two vehicle incident. Blocking the middle lane,2025-07-30 16:51:25,SE,-113.94360971022152,50.905788819141485,1
 Eastbound Stoney Trail approaching Beddington Trail NW ,Traffic incident. Blocking the right lane,2025-07-30 16:28:49,NW,-114.12280508023034,51.15385714880905,1
 Northbound 37 Street and Bow Trail SW ,Traffic incident.  Blocking the right lane northbound and westbound,2025-07-30 15:51:55,SW,-114.14113079118206,51.04517195612407,1
 Eastbound 114 Avenue and 52 Street SE ,Multi-vehicle incident. Blocking the right lane,2025-07-30 15:42:14,SE,-113.9601278674922,50.950439544363,1
 Eastbound 16 Avenue approaching 36 Street NE ,Traffic incident.,2025-07-30 15:33:49,NE,-113.98975951907224,51.06691851278302,1
 Southbound Deerfoot Trail and Glenmore Trail SE ,Multi-vehicle incident.,2025-07-30 13:55:51,SE,-114.03610394682586,50.99487919535383,1
 14 Street at 75 Avenue SW ,Traffic incident. The road is blocked SB and the left lane is blocked NB,2025-07-30 11:57:53,SW,-114.09482299478368,50.98810806662828,1
 14 Street at 75 Avenue SW ,Traffic incident. Blocking the NB left lane,2025-07-30 11:57:53,SW,-114.09625151191932,50.98813665478648,1
 14 Street at 75 Avenue SW ,Traffic incident. Blocking multiple lanes in the intersection. Single lane open NB and SB,2025-07-30 11:57:53,SW,-114.0947800845182,50.98815934344304,1
 Elbow Drive and Windsor Cr SW ,Traffic incident.,2025-07-30 09:29:54,SW,-114.08136951317634,51.00692632913367,1
 Westbound McKnight Boulevard at Metis Trail NE ,Two vehicle incident. Blocking the left lane,2025-07-30 08:53:24,NE,-113.9817083699548,51.09594744458163,1
 26 Avenue and 25 Street SW ,Traffic incident.,2025-07-30 08:37:11,SW,-114.12080495498894,51.03005302819132,1
 Stoney Trail and Macleod Trail SE ,Traffic incident. Blocking the left lane on the WB to SB exit ramp,2025-07-30 07:46:33,SE,-114.05920051639826,50.893158603820446,1
 Southbound Barlow Trail approaching 50 Avenue SE ,Traffic incident. Blocking the right lane,2025-07-30 07:04:51,SE,-114.00188549040875,51.01241486273731,1
 Canyon Meadows Drive and Bow Bottom Trail SE ,Traffic incident.,2025-07-30 03:49:19,SE,-114.03299671342378,50.93111476442815,1
 84 Street north of 9 Avenue SE ,Traffic incident.,2025-07-30 00:40:23,SE,-113.91191888634644,51.04670368195077,1
 72 Avenue and Barlow Trail SE ,Traffic incident.,2025-07-30 00:06:34,SE,-113.9822729638985,50.989558850847146,1
 Northbound Bow Bottom Trail and Anderson Road SE ,Traffic incident.,2025-07-29 21:02:47,SE,-114.02619557616435,50.94725218477229,1
 Sage Hills Ps and Symons Valley Py NW ,Multi-vehicle incident.,2025-07-29 20:07:48,NW,-114.14718636263136,51.168148752220574,1
 52 Street and Auburn Meadows Drive SE ,Traffic incident.,2025-07-29 20:03:50,SE,-113.94311967228032,50.893953120927065,1
 Westbound 17 Avenue and Richmond Road  SW ,Traffic incident. Blocking the left lane,2025-07-29 18:56:14,SW,-114.11232882165208,51.037067288139895,1
 Northbound 52 Street approaching Rundlehorn Drive NE ,Two vehicle incident. Blocking the left lane,2025-07-29 18:47:38,NE,-113.95850399876484,51.07167451687124,1
 Northbound 16 Avenue and Deerfoot Trail NE ,Traffic incident. Blocking the left lane,2025-07-29 17:43:45,NE,-114.02349859090228,51.05929108223201,1
 Eastbound 64 Avenue and Falconridge Boulevard NE ,Traffic incident. Blocking the right lane,2025-07-29 17:43:30,NW,-113.9473402347754,51.11068938192968,1
 Eastbound McKnight Blvd and 12 Street NE ,Traffic incident. Blocking multiple lanes,2025-07-29 16:43:24,NE,-114.03349466709965,51.09578954616,1
 36 Street and 14 Avenue SE ,Traffic incident.,2025-07-29 16:16:00,SE,-113.98161254457924,51.04093318031294,1
 Southbound Nose Hill Drive and Scenic Acres Boulevard NW ,Traffic incident. Blocking the right lane,2025-07-29 15:42:52,NW,-114.20528972877509,51.118016873521306,1
 Southbound Nose Hill Drive and Scenic Acres Boulevard NW ,Traffic incident.,2025-07-29 15:42:52,NW,-114.20538157279088,51.11763096711512,1
 7 Avenue and Macleod Trail SE ,Traffic incident. Blocking the middle lane,2025-07-29 14:28:17,SE,-114.0580441775758,51.046345879609554,1
 Westbound 16 Avenue and 36 Street NE ,Two vehicle incident. Blocking the left lane,2025-07-29 13:52:22,NE,-113.98921902947416,51.06708558268999,1
 Eastbound McKnight Boulevard at 12 Street NE ,Traffic incident. Blocking multiple EB and SB lanes,2025-07-29 11:34:25,NE,-114.03331567667574,51.09603654311341,1
 17 Avenue and Stoney Trail SW ,Traffic incident.,2025-07-29 10:55:13,SW,-114.23346979331122,51.03402762165065,1
 15 Avenue and 5 Street SW ,"Traffic signals work in progress. CPS directing traffic, please drive with caution.",2025-07-29 09:02:48,SW,-114.07434669328902,51.0388950311845,1
 Westbound Bow Trail approaching Crowchild Trail SW ,Two vehicle incident. Blocking the right lane,2025-07-29 08:40:21,SW,-114.1059163138089,51.04607785018527,1
 Crowchild Trail and 5 Avenue NW ,Traffic incident.,2025-07-29 08:38:18,NW,-114.1184682124392,51.05721800765688,1
 Northbound 14 Street approaching Heritage Drive SW ,Single vehicle incident. Blocking the left lane,2025-07-29 07:56:01,SW,-114.094772683369,50.97836879387732,1
 Southbound 52 Street approaching 16 Avenue NE ,Multi-vehicle incident. Blocking the left lane,2025-07-29 06:43:38,NE,-113.95854701911018,51.06824091807921,1
 162 Avenue at Shawville Way SE ,Traffic signals issue. LRT arms stuck down. Crew has been dispatched,2025-07-29 06:26:59,SE,-114.07043235036154,50.90323164364766,1
 96 Avenue and Harvest Hills Boulevard N ,Traffic signals are flashing red. Crew has been dispatched,2025-07-29 06:00:14,NE,-114.06932157801002,51.14248844469545,1
 130 Avenue and 52 Street SE and surrounding area ,Traffic signals are blank. Crew has been dispatched,2025-07-29 05:50:12,SE,-113.957940793473,50.93128742436241,1
 Southeast Calgary ,Traffic signals issue. Various power outages in Southeast Calgary impacting traffic signals. Please use caution when driving in the area.,2025-07-29 05:50:12,SE,-113.98147775127556,50.97950288690284,1
 28 Street and Radcliffe Drive SE ,Traffic incident.,2025-07-29 04:00:04,SE,-113.99306554819417,51.04511069300314,1
 Milican Road and Ogden Road SE ,Traffic signals are blank.,2025-07-28 23:23:37,SE,-114.0093336790025,50.99989504931491,1
 Northbound Barlow Trail and 4 Avenue NE ,Traffic incident.,2025-07-28 17:21:43,NE,-114.00160309999092,51.05547100654263,1
 Northbound Sarcee Trail and Stoney Trail NW ,Traffic incident. Blocking the left lane,2025-07-28 17:12:09,NW,-114.16591274735714,51.15124749547823,1
 Southbound Deerfoot Trail and Southland Drive SE ,Traffic incident.,2025-07-28 16:57:43,SE,-114.0338939671957,50.96774926325424,1
 4 Street and 42 Avenue NW ,Traffic incident.,2025-07-28 16:05:26,NW,-114.07160300917178,51.09059185831271,1
 Eastbound McKnight Boulevard and 52 Street NE ,Multi-vehicle incident. Blocking the outside left turn lane,2025-07-28 15:59:56,NE,-113.9584750424646,51.09541677531943,1
 Northbound 52 Street and 17 Avenue SE ,Traffic incident. blocking the left lane,2025-07-28 15:41:48,SE,-113.95851517297648,51.03794168069977,1
 Eastbound Glenmore Trail and Deerfoot Trail SE ,Stalled vehicle. Blocking the left lane,2025-07-28 15:04:58,SE,-114.03272363998158,50.99220428320663,1
 32 Avenue at 27 Street NE ,Two vehicle incident. Blocking the WB lanes,2025-07-28 11:11:07,NE,-113.99480055827284,51.08160817570081,1
 Northbound Stoney Trail north of 114 Avenue SE ,Traffic incident. Blocking the right lane,2025-07-28 09:47:39,NW,-113.92019738683612,50.95377213169154,1
 Westbound Stoney Trail west of Sarcee Trail SW ,Traffic incident. Blocking the left lane,2025-07-28 08:44:07,SW,-114.17388502492884,51.00899901126028,1
 Stoney Trail and Sarcee Trail NW ,Traffic incident.,2025-07-28 08:30:14,NW,-114.17018700228344,51.151698385052576,1
 16 Avenue and Bowfort Road NW ,Traffic signals are flashing red. Crew has been dispatched,2025-07-28 08:22:02,NW,-114.2092486371696,51.08320117477261,1
 5 Avenue approaching 3 Street SE ,Stalled vehicle.  Blocking the EB left lane,2025-07-28 08:13:20,SE,-114.05582274327466,51.04826186417392,1
 5 Avenue approaching 3 Street SE ,Stalled vehicle. Blocking the EB centre lane,2025-07-28 08:13:20,SE,-114.0563388254048,51.04822125267599,1
 36 Street and 32 Avenue NE ,Two vehicle incident.,2025-07-28 07:18:08,NE,-113.98117543834016,51.08151759808455,1
 Southbound Crowchild Trail at Bow Trail SW ,Two vehicle incident. Blocking the right lane,2025-07-27 23:12:21,SW,-114.113548415856,51.04451015655172,1
 Eastbound Country Hills Boulevard at Edgebrook Boulevard NW ,Traffic incident. Blocking multiple lanes,2025-07-27 23:08:51,NW,-114.13206339441072,51.14041123607877,1
 Northbound Deerfoot Trail and Beddington Trail NW ,Traffic incident.,2025-07-27 21:26:51,NW,-114.04615462317724,51.12216558763853,1
 12 Avenue and 11 Street SW ,Traffic incident.,2025-07-27 20:20:09,SW,-114.088917182538,51.04214786121234,1
 SE Calgary ,"Power outage in the area, various signals are not working. Crews have been dispatched",2025-07-27 19:22:22,SE,-113.95839764875,50.97967962081962,1
 14 Street and 140 Avenue NW ,Traffic incident.,2025-07-27 19:05:04,NW,-114.09472957620603,51.18154903132479,1
 Southbound Metis Trail and Airport Trail NE ,Traffic incident.,2025-07-27 18:46:35,NE,-113.97017089645809,51.13812356816872,1
 Southbound Macleod Trail and 61 Avenue SW ,Traffic incident. blocking the left lane,2025-07-27 18:27:59,SW,-114.07167770683206,50.997746358575775,1
 17 Avenue and 84 Street SE ,Traffic incident.,2025-07-27 14:48:40,SE,-113.91205930586868,51.037844219453696,1
 9 Avenue and 5 Street SE ,Two vehicle incident. Blocking multiple lanes,2025-07-27 10:13:22,SE,-114.05082220298657,51.0442620066059,1
 Northbound Stoney Trail after 88 Street SE ,Traffic incident. Blocking the left lane,2025-07-27 09:50:42,SE,-113.90770749923516,50.91268516091655,1
 11 Avenue and 8 Street SW ,Traffic incident. Blocking the SB/NB right lane,2025-07-27 09:29:48,SW,-114.08146272492016,51.04288829565152,1
 Eastbound Country Hills Boulevard at 52 Street NE ,Traffic incident. Blocking a left turn lane,2025-07-27 01:07:38,NE,-113.95846613437114,51.15441666237072,1
 Stoney Trail and Deerfoot Trail NE ,Traffic incident. Blocking the right shoulder of the NB on-ramp,2025-07-26 23:26:00,NE,-113.99702846355916,51.17871869403387,1
 20 Avenue and 50 Street SE ,There is an incident involving a pedestrian- EMS on site.,2025-07-26 22:56:53,SE,-113.96137259930924,51.035523878874514,1
 38 Street and 19 Avenue SE ,There is an incident involving a pedestrian- EMS on site.,2025-07-26 22:51:53,SE,-113.97869163170816,51.03628067191325,1
 Northbound Macleod Trail after Heritage Drive SE ,Traffic incident. Blocking the right lane,2025-07-26 22:11:00,SE,-114.07144117959668,50.98101842481346,1
 Eastbound Airport Trail at 36 Street NE ,Traffic incident.  Blocking the EB through lanes,2025-07-26 22:04:54,NE,-113.98289301794507,51.13966648684472,1
 Eastbound Airport Trail at 36 Street NE ,Traffic incident. Blocking the left lane,2025-07-26 22:04:54,NE,-113.98246618114528,51.13966336717402,1
 88 Avenue and 48 Street NE ,Traffic incident.,2025-07-26 18:50:37,NE,-113.9619906764484,51.13252885930849,1
 Northbound Macleod Trail and 58 Avenue SW ,Traffic incident.,2025-07-26 18:48:33,SW,-114.07171229090513,51.00132868476185,1
 Stoney Trail and Macleod Trail SW ,Traffic incident.,2025-07-26 18:06:28,SW,-114.05164651233308,50.88753887166265,1
 Eastbound 16 Avenue and Centre Street NW ,Traffic incident. Blocking multiple lanes,2025-07-26 16:42:34,NW,-114.06251034783588,51.06637949755101,1
 Shaganappi Trail and Sherwood Gate NW ,Traffic incident.,2025-07-26 15:57:23,NW,-114.14425806993084,51.16317632265419,1
 Deerfoot Trail and 17 Avenue SE ,"Power outage in the area, crew has been dispatched",2025-07-26 12:41:45,SE,-114.00442417421286,51.03702832025208,1
 1 Street and 9 Avenue SW ,There is an incident involving a pedestrian- EMS Dispatched. Blocking the left lane,2025-07-26 08:30:41,SW,-114.06556984652744,51.04468050739196,1
 Northbound Stoney Trail approaching 16 Avenue NE ,Two vehicle incident. Blocking the left lane,2025-07-26 07:56:47,NE,-113.92012738358214,51.05888373226757,1
 Macleod Trail and Willow Park Drive SW ,"Traffic signals work in progress.  CPS directing traffic, please drive with caution",2025-07-26 07:45:48,SW,-114.07177811502916,50.95754814236448,1
 9 Avenue and Macleod Trail SE ,Traffic incident.  Blocking the right lane EB,2025-07-26 01:32:05,SE,-114.05811411682326,51.04445602306285,1
 100 Street and Peigan Trail SE ,Traffic incident.,2025-07-26 00:38:01,SE,-113.88867117424132,51.0159558688445,1
 Southbound Stoney Trail and 16 Avenue NW ,Traffic incident. Blocking the left lane,2025-07-25 20:28:13,NW,-114.235670280087,51.09334277299645,1
 Westbound 17 Avenue and 68 Street SE ,Traffic incident.,2025-07-25 19:41:42,SE,-113.93552979117048,51.03786599588219,1
 33 Avenue and 19 Street SW ,Traffic incident.,2025-07-25 19:08:08,SW,-114.10698650129989,51.023989324727616,1
 Shawnessy Boulevard and Millrise Boulevard SW ,Traffic incident.,2025-07-25 18:29:52,SW,-114.07444856415822,50.91300715719214,1
 Westbound 17 Avenue and 31 Street SE ,Traffic incident.,2025-07-25 17:50:19,SE,-113.98943030429795,51.03775654473663,1
 31 Street and Parkdale Boulevard NW ,Traffic incident.,2025-07-25 17:37:51,NW,-114.13244794311952,51.05611084225053,1
 Westbound 16 Avenue and Home Road NW ,Multi-vehicle incident. Blocking the right lane,2025-07-25 17:29:45,NW,-114.16412157380732,51.07244604974392,1
 Westbound 11 Avenue and 15 Street SW ,Two vehicle incident. Blocking the right lane,2025-07-25 17:16:09,SW,-114.09678293129294,51.04332187541736,1
 Fish Creek Boulevard and James McKevitt Road SW ,Traffic incident.,2025-07-25 16:49:40,SW,-114.10048170450564,50.91767968435562,1
 Westbound McKnight Boulevard and Metis Trail NE ,Traffic incident. Blocking the ramp from SB Metis Tr to WB McKnight Bv NE,2025-07-25 15:52:45,NE,-113.98201098839571,51.09605240080168,1
 17 Avenue and 24 Street SW ,Traffic incident.,2025-07-25 15:45:47,SW,-114.11790683758966,51.03781099958716,1
 36 Street and Rundlehorn Drive NE ,Traffic incident.,2025-07-25 15:44:57,NE,-113.98149287374102,51.07143257103633,1
 37 Street and Glenmore Trail SW ,Traffic incident.,2025-07-25 15:19:40,SW,-114.14245597981144,51.00924697170144,1
 Temple Cl and Temple Road NE ,Traffic incident.,2025-07-25 15:08:23,NE,-113.95549883149766,51.082973264264304,1
 Centre Street and 56 Avenue NE ,Traffic incident.,2025-07-25 14:53:48,NE,-114.06244016700008,51.10264900104322,1
 Southbound 36 Street and 20 Avenue NE ,Multi-vehicle incident. Blocking the right lane,2025-07-25 14:12:08,NE,-113.98184099547343,51.07152908503218,1
 23 Street and 27 Avenue NE ,Traffic incident.,2025-07-25 13:07:31,NE,-114.00508270902692,51.076930940194366,1
 Elbow Drive and 87 Avenue SW ,Traffic incident.,2025-07-25 11:30:33,SW,-114.08432335733804,50.97525660970858,1
 Shaganappi Trail and Symons Valley Py NW ,Multi-vehicle incident.  Blocking the SB right lane,2025-07-25 10:33:18,NW,-114.15289836669722,51.16814061741842,1
 9 Avenue between 10 Street and 9 Street SW ,Traffic incident.,2025-07-25 10:01:39,SW,-114.08547521348083,51.04528595954186,1
